id;name;phone;email;address;logo_url;tax_rate;currency;receipt_footer;receipt_header;created_at;updated_at
6bfca404-24e9-4aa1-8600-7508e88c3294;Car accessories ;;;;;0;TZS;Asante kwa kununua!;;2026-02-13 08:47:22.868065+00;2026-02-13 08:47:22.868065+00
25252a84-8e04-47df-9e41-61f972dd6245;Smartshop car;;;;;0;TZS;Asante kwa kununua!;;2026-02-07 22:17:32.198585+00;2026-02-13 15:21:42.140097+00
bd5cd72c-9a16-4fb5-a829-54c1f63b833a;leo;;;;;0;TZS;Asante kwa kununua!;;2026-02-13 15:45:58.605319+00;2026-02-13 15:45:58.605319+00
4ca98ec3-37a3-4a14-8ec3-100357ae7f1c;Sleep is the Best;;;;;0;TZS;Asante kwa kununua!;;2026-02-14 11:18:52.603609+00;2026-02-14 11:18:52.603609+00
